line_id,character,title,dialog,topic,notes
284,Sweetie Belle,The Fault in Our Cutie Marks,Or how about singing? I just love to sing! La-la-la-la!,,
285,Sweetie Belle,The Fault in Our Cutie Marks,"Crusaders, this is terrible! Gabby really believed in us. And now, we're gonna let her down.",,
286,Sweetie Belle,The Fault in Our Cutie Marks,"Now, Scootaloo, you do know there will always be challenges? Someday, somepony might even come to us with a problem that even we can't handle. Like, say...",,
287,Sweetie Belle,The Fault in Our Cutie Marks,So Scootaloo's keeping Petunia busy like you asked. What did you two want to talk about?,,
288,Sweetie Belle,The One Where Pinkie Pie Knows,Heard any good gossip today?,,
289,Sweetie Belle,The Show Stoppers,Then it's settled! Let's get started.,,
290,Sweetie Belle,The Show Stoppers,You know what would be the best? If we won and we got our cutie marks.,,
291,Sweetie Belle,The Show Stoppers,They all say that you will get your mark When the time is really right,,
292,Sweetie Belle,The Show Stoppers,There? Where? What? I don't even know what we're doing.,,
293,Sweetie Belle,The Show Stoppers,"Oh, it can't be that bad. ""With our cutie marks we'll rock Equestria. We use our stomachs to... digestia""? Umm... Well... These are... um... good, but... How about after ""we fight the fight""... There is nothing that we fear We'll have to figure out what we'll do next 'Til our cutie marks are here",,
294,Sweetie Belle,The Show Stoppers,"Come back! Come back! Uh. Dumb fabric. Hey, Scoot! How's the song going?",,
295,Sweetie Belle,The Show Stoppers,"What? No way I'm singing in front of a crowd. Twilight said to do something we like to do, and I'd like to be like my big sister, and she's a designer.",,
296,Sweetie Belle,The Show Stoppers,"No, no, no. You see, in the theater it's considered bad luck to say ""good luck"". So you say ""break a leg"" instead.",,
297,Sweetie Belle,The Show Stoppers,[moan] I'll never be a designer like my sister Rarity.,,
298,Sweetie Belle,The Show Stoppers,I've never been here before.,,
299,Sweetie Belle,The Show Stoppers,Me too. You think we're ready?,,
300,Sweetie Belle,The Show Stoppers,"Yeah. Instructions on how to use six wooden planks, four-by-eight plywood, a box of nails, four cans of paint, and four brushes.",,
301,Sweetie Belle,The Show Stoppers,Me too. Um... so what are we doing again?,,
302,Sweetie Belle,Twilight Time,"Oh, we're gonna look sad all right...",,
303,Sweetie Belle,Twilight Time,This way! I know a shortcut!,,
304,Sweetie Belle,Twilight Time,"Oh, yeah?! Well, I don't have to go all the way to Manehattan to hang out with the famous and super-cool ponies! Me and my friends hang out with Princess Twilight all the time!",,
305,Sweetie Belle,Twilight Time,[gasps] [out of breath] We... made... it... Quick! Knock on<U+0096>,,
306,Sweetie Belle,Twilight Time,"Um... a-actually, no. We didn't have a chance to ask Twilight, so<U+0096>",,
307,Sweetie Belle,Twilight Time,What's tricky about inviting Twilight out for a meal thanking her for all the nice things she's done for us? Seems like the least we can do for the princess!,,
308,Sweetie Belle,Twilight Time,Okay! But stay out of sight!,,
309,Sweetie Belle,Twilight Time,But don't you get it? They'll have to learn something too!,,
310,Sweetie Belle,Twilight Time,"When I told you when you could come eyeball the princess at one of her favorite hangouts, I said only two or three of you, tops!",,
311,Sweetie Belle,Twilight Time,"Apple Bloom doesn't have her apple seed with her, so she'll just grab an apple from the kitchen. And I will begin by using my magic to lift this broom!",,
312,Sweetie Belle,Twilight Time,"I guess Twilight must not be so super-upset anymore, 'cause she's letting us do a diary entry like our sisters do. Boy, did we get our priorities messed up. We started acting special because we were friends with someone special. We almost forgot the real reason she's special <U+0096> because she's our friend. But she forgave us, and, like magic, things are good as new! That's the kind of magic I really want to get good at, now that I'm getting so good at the other kind.",,
313,Sweetie Belle,Twilight Time,"Hey, come to think of it, if we get really good at the stuff Twilight's teaching us, we could be the big shots around here for a change! Hmm...",,
314,Sweetie Belle,Twilight Time,Nope. Ready to give it a shot!,,
315,Sweetie Belle,Twilight Time,"Unfortunately, since we don't have Scootaloo's unicycle parts, she'll take apart and put back together one of the scooters from outside.",,
316,Sweetie Belle,Twilight Time,We wanted our time together just as a way to be with you and learn new things. Really and truly!,,
317,Sweetie Belle,Twilight Time,Of awesome! Don't you see? We're really and truly and certifiably the biggest of the big shots in school right now!,,
318,Sweetie Belle,Twilight Time,"Now remember, Twilight takes this time out with us so we can learn stuff.",,
319,Sweetie Belle,Twilight Time,"They all think we're the greatest, because we're their ticket to get time with Ponyville's newest and biggest celebrity, Princess Twilight!",,
