line_id,character,dialog,title
93,Sweetie Belle,"Hey, Apple Bloom! Rarity's reorganizing her shop, and look what she found! Old costumes from the talent show!",Hard to Say Anything
95,Sweetie Belle,Hey! That's our metaphorical sunset they're riding off into!,Hard to Say Anything
97,Sweetie Belle,"That's an awful long way for a pony to go, isn't it?",Hard to Say Anything
99,Sweetie Belle,So nothing fishy's going on.,Hard to Say Anything
100,Sweetie Belle,Yeah. He totally blushed when you brought up how often he's been going to Starlight's old village.,Hard to Say Anything
104,Sweetie Belle,"Miss Cheerilee, are you alright?",Hearts and Hooves Day
105,Sweetie Belle,"If we can get Big Mac and Miss Cheerilee in a really romantic setting, I bet she'll ask him.",Hearts and Hooves Day
106,Sweetie Belle,This one looks nice. Better try it on though.,Hearts and Hooves Day
107,Sweetie Belle,They aren't really gonna get married. They're just gonna get ready to get married.,Hearts and Hooves Day
108,Sweetie Belle,"Well nothing's wrong with this one, He seems alright...",Hearts and Hooves Day
109,Sweetie Belle,How could somepony as amazing as you not have a very special somepony on Hearts and Hooves Day?,Hearts and Hooves Day
110,Sweetie Belle,Now it can't be just anypony. Miss Cheerilee is one of the best mares in Ponyville. She deserves to have one of the best stallions as her very special somepony.,Hearts and Hooves Day
112,Sweetie Belle,I'm more than all right. I've just come up with the best idea ever. We're gonna find Miss Cheerilee a very special somepony.,Hearts and Hooves Day
115,Sweetie Belle,"Gosh, you two are so in love, the next thing you know, you'll be getting married.",Hearts and Hooves Day
116,Sweetie Belle,Of course it will work. They're perfect for each other.,Hearts and Hooves Day
117,Sweetie Belle,What's wrong? Where's Apple Bloom? Where's Big Mac?,Hearts and Hooves Day
119,Sweetie Belle,With her new very special somepony.,Hearts and Hooves Day
121,Sweetie Belle,"We did it girls, We've found the one, Who will send our teacher's heart aflutter!",Hearts and Hooves Day
125,Sweetie Belle,There has to be a better solution!,Just for Sidekicks
126,Sweetie Belle,Without seeing the palace!,Just for Sidekicks
127,Sweetie Belle,I really like her... mane?,Lesson Zero
128,Sweetie Belle,I really... like her... mane.,Lesson Zero
129,Sweetie Belle,[singsong] We're plus-ones!,Make New Friends but Keep Discord
130,Sweetie Belle,"Rumble, stop! That's just not true!",Marks and Recreation
132,Sweetie Belle,The Cutie Mark Crusaders are pleased to announce today's special guest - Thunderlane!,Marks and Recreation
135,Sweetie Belle,"Well, that certainly is... round.",Marks and Recreation
138,Sweetie Belle,That would be perfect! We'd save time and they could help each other!,Marks and Recreation
143,Sweetie Belle,Can't you just give us a chance?,Marks for Effort
144,Sweetie Belle,We wanna learn friendship!,Marks for Effort
145,Sweetie Belle,Aww. She looks so sad. We better go see what's wrong.,Marks for Effort
146,Sweetie Belle,Or how Twilight could blame us for it!,Marks for Effort
147,Sweetie Belle,"Green, purple, yellow. And one more purple. Whew. Sorting all those took longer than I thought.",Marks for Effort
148,Sweetie Belle,At least she likes her present?,Marks for Effort
149,Sweetie Belle,That sounds like a closet.,Marks for Effort
150,Sweetie Belle,"[stiltedly] You are so careless! [quietly] Good plan, Apple Bloom!",Marks for Effort
151,Sweetie Belle,[whispering] Rarity says there's never been a school like it!,Marks for Effort
152,Sweetie Belle,Please can I go to Twilight's school?!,Marks for Effort
153,Sweetie Belle,"Don't worry, you'll be just fine!",On Your Marks
155,Sweetie Belle,Like when there's something one of us wants to do that the others don't.,On Your Marks
157,Sweetie Belle,I don't think Rarity would let me travel to the far reaches of Equestria looking for cutie mark problems.,On Your Marks
166,Sweetie Belle,We need to talk to Applejack.,One Bad Apple
167,Sweetie Belle,I'm just so excited I could burst!,One Bad Apple
168,Sweetie Belle,We could always tell Applejack.,One Bad Apple
170,Sweetie Belle,"Isn't it smashing? No! I-I didn't mean smashing! I mean... Isn't it a hit? No! No, I- No! No hitting! I meant-",One Bad Apple
171,Sweetie Belle,This is gonna be the best week of your life!,One Bad Apple
172,Sweetie Belle,Teach her to fool with the Cutie Mark Crusaders!,One Bad Apple
173,Sweetie Belle,We have to tell Applejack!,One Bad Apple
174,Sweetie Belle,The Summer Harvest Parade's going on while you're here! You'll get to ride in a float!,One Bad Apple
175,Sweetie Belle,But it's booby tra-,One Bad Apple
176,Sweetie Belle,"[tired] Good, 'cause we'd better get out of here before Babs finds us.",One Bad Apple
177,Sweetie Belle,"Hey, everypony! The show is starting!",Owl's Well That Ends Well
178,Sweetie Belle,Your friends would wanna read the Foal Free Press?,Ponyville Confidential
179,Sweetie Belle,Scootaloo? Do you have anything?,Ponyville Confidential
180,Sweetie Belle,Are you snooping through my saddlebag?,Ponyville Confidential
184,Sweetie Belle,Can you please keep it down with all the laughter? I'm trying to- hey!,Ponyville Confidential
186,Sweetie Belle,"To the citizens of Ponyville,",Ponyville Confidential
187,Sweetie Belle,"We couldn't fit all of our names, so we decided to create one for all three of us.",Ponyville Confidential
188,Sweetie Belle,"[giggles] Hey, Featherweight, c'mere! [giggles] Take a few pictures of this, then meet me during lunch. Girls, I have our story.",Ponyville Confidential
189,Sweetie Belle,We'll need to tell Featherweight to start working overtime.,Ponyville Confidential
190,Sweetie Belle,But the gossip we've been printing is hurting everypony's feelings!,Ponyville Confidential
191,Sweetie Belle,We've ruined all of our friendships and we still don't have our cutie marks!,Ponyville Confidential
192,Sweetie Belle,What's an editor-in-chief?,Ponyville Confidential
195,Sweetie Belle,What happened?! Is everything all right?! Where's Cozy Glow?!,School Raze - Part 2
198,Sweetie Belle,"[mimicking Rarity] Why, it's smashing!",Sisterhooves Social
199,Sweetie Belle,That sounds like the perfect way for us to hang out! Rarity will think it's an excellent idea.,Sisterhooves Social
200,Sweetie Belle,"Oh hello, un-sister. What are you doing here? Better be careful, you might get some dust on you.",Sisterhooves Social
202,Sweetie Belle,I just wanted to do something nice for my sister.,Sisterhooves Social
203,Sweetie Belle,"So, we did the whole competition... together?",Sisterhooves Social
204,Sweetie Belle,Rarity! I thought you said I was gonna help!,Sisterhooves Social
205,Sweetie Belle,I'll go with you and help!,Sisterhooves Social
207,Sweetie Belle,"Thank you, Applejack! You were amazing! I don't even care that we didn't win. This was so much fun! Huh? Rarity?! Wait, where's Applejack?",Sisterhooves Social
208,Sweetie Belle,A sister is someone who loves and takes care of another sister. Applejack's a real sister.,Sisterhooves Social
209,Sweetie Belle,You mean... you were all in on it?,Sisterhooves Social
210,Sweetie Belle,"Um, okay. Ow! You're right, it is hard work.",Sisterhooves Social
213,Sweetie Belle,"But every time I make a mess, you get upset!",Sisterhooves Social
214,Sweetie Belle,"But, I thought it would make you happy!",Sisterhooves Social
215,Sweetie Belle,"Hi, Rarity! I made a special drawing for y-",Sisterhooves Social
216,Sweetie Belle,"That's the last word Rarity would use. [mimicking Rarity] Oh my, what a repulsive monstrosity! This thing needs a head to toe makeover!",Sisterhooves Social
217,Sweetie Belle,"Hm! You want me to go home with you, so we can do what you wanna do?",Sisterhooves Social
218,Sweetie Belle,See? Told you she'd wanna go.,Sleepless in Ponyville
219,Sweetie Belle,I call sister teams! Last herd to make it to the falls is a moldy carrot!,Sleepless in Ponyville
220,Sweetie Belle,And I'll get Rarity to come too! Rarity loves camping!,Sleepless in Ponyville
221,Sweetie Belle,"Maybe it's just a friendship problem, and it'll all be cleared up in half an hour or so.",Slice of Life
222,Sweetie Belle,"Why, that sounds delightful!",Somepony to Watch Over Me
224,Sweetie Belle,It must've been hours ago.,Somepony to Watch Over Me
226,Sweetie Belle,And... look what I made us!,Stare Master
229,Sweetie Belle,We're sorry we snuck out of the house and into the forest.,Stare Master
232,Sweetie Belle,Hush now! Quiet now! It's time to lay your sleepy head! Said hush now! Quiet now! It's time to go to bed!,Stare Master
233,Sweetie Belle,"And, and, and, we, um- yeah! What they said!",Stare Master
234,Sweetie Belle,Um ... that doesn't look like a table.,Stare Master
235,Sweetie Belle,Thanks to that stare of yours.,Stare Master
236,Sweetie Belle,Are you sure I can't help? I could-,Stare Master
239,Sweetie Belle,Thank goodness that the Cutie Mark Crusaders have begun To give you hope and help you to decide,Surf and/or Turf
241,Sweetie Belle,Woo-hoo! Yeah! Awesome! I love this!,Surf and/or Turf
242,Sweetie Belle,Shhh! It's rude to ask a question like that!,Surf and/or Turf
243,Sweetie Belle,...we just ended up confusing you more. It's all our fault.,Surf and/or Turf
247,Sweetie Belle,Ohhhh. I-I didn't know that.,Surf and/or Turf
249,Sweetie Belle,Wow! That's almost... off the table!,Surf and/or Turf
251,Sweetie Belle,It seems like everypony's got somepony special but us.,The Break Up Break Down
252,Sweetie Belle,"[chomp] [reading] ""Happy Hearts and Hooves Day, Sugar Belle. Meet me-""",The Break Up Break Down
253,Sweetie Belle,"Oh, it's funny. I've been sitting here feeling sorry for myself for not having a special pony on Hearts and Hooves Day. But remembering all the fun we had, I think I have two special ponies - my two best friends.",The Break Up Break Down
254,Sweetie Belle,"[to Snips and Snails] Happy Hearts and Hooves Day! Did you boys happen to send any packages to me recently? It's okay to say no! I won't be offended! [whispering] Please say no, please say no, please say no.",The Break Up Break Down
255,Sweetie Belle,But we worked so hard on this chart. I think we've almost cracked it. If you could just-,The Break Up Break Down
256,Sweetie Belle,Doesn't look like any of us ended up with what we wanted.,The Cart Before the Ponies
258,Sweetie Belle,"First they built the carts, now they're gonna drive them?!",The Cart Before the Ponies
259,Sweetie Belle,"I'm sure they meant ""our"" carts. Like, the team cart, right?",The Cart Before the Ponies
261,Sweetie Belle,Sure! The race is the best part!,The Cart Before the Ponies
263,Sweetie Belle,"The Derby was supposed to be for us, not the three of you! Now you've ruined it for everypony!",The Cart Before the Ponies
264,Sweetie Belle,You? Second in most creative? To whom?!,The Cart Before the Ponies
266,Sweetie Belle,"Maybe we should do something less dangerous, like pillow testing or flower sniffing.",The Cutie Mark Chronicles
267,Sweetie Belle,"Oh, come on. She's just being Pinkie Pie.",The Cutie Mark Chronicles
268,Sweetie Belle,"[gulp] Are you sure about this, Scootaloo? I've never even heard of a pony zip lining before.",The Cutie Mark Chronicles
269,Sweetie Belle,"We're happy for you, Twilight.",The Cutie Mark Chronicles
270,Sweetie Belle,The Bowling Dolls! That's it!,The Cutie Pox
272,Sweetie Belle,"You're too kind, Apple Bloom.",The Cutie Pox
273,Sweetie Belle,"[muffled] Whooo! [spits out bag] I mean, yaay!",The Cutie Pox
275,Sweetie Belle,Guess we'll never know for sure unless we give it a try.,The Fault in Our Cutie Marks
276,Sweetie Belle,Aaaaand... she's off again.,The Fault in Our Cutie Marks
279,Sweetie Belle,"But since we are the Cutie Mark Crusaders, we made you one anyway. Behold!",The Fault in Our Cutie Marks
280,Sweetie Belle,"Um, I think maybe that could've been clearer.",The Fault in Our Cutie Marks
281,Sweetie Belle,Excited? But whatever for?,The Fault in Our Cutie Marks
283,Sweetie Belle,"Gabby, we're your friends. Why in Equestria are you running away from us?",The Fault in Our Cutie Marks
285,Sweetie Belle,"Crusaders, this is terrible! Gabby really believed in us. And now, we're gonna let her down.",The Fault in Our Cutie Marks
286,Sweetie Belle,"Now, Scootaloo, you do know there will always be challenges? Someday, somepony might even come to us with a problem that even we can't handle. Like, say...",The Fault in Our Cutie Marks
287,Sweetie Belle,So Scootaloo's keeping Petunia busy like you asked. What did you two want to talk about?,The Fault in Our Cutie Marks
288,Sweetie Belle,Heard any good gossip today?,The One Where Pinkie Pie Knows
289,Sweetie Belle,Then it's settled! Let's get started.,The Show Stoppers
292,Sweetie Belle,There? Where? What? I don't even know what we're doing.,The Show Stoppers
294,Sweetie Belle,"Come back! Come back! Uh. Dumb fabric. Hey, Scoot! How's the song going?",The Show Stoppers
298,Sweetie Belle,I've never been here before.,The Show Stoppers
299,Sweetie Belle,Me too. You think we're ready?,The Show Stoppers
300,Sweetie Belle,"Yeah. Instructions on how to use six wooden planks, four-by-eight plywood, a box of nails, four cans of paint, and four brushes.",The Show Stoppers
301,Sweetie Belle,Me too. Um... so what are we doing again?,The Show Stoppers
302,Sweetie Belle,"Oh, we're gonna look sad all right...",Twilight Time
303,Sweetie Belle,This way! I know a shortcut!,Twilight Time
304,Sweetie Belle,"Oh, yeah?! Well, I don't have to go all the way to Manehattan to hang out with the famous and super-cool ponies! Me and my friends hang out with Princess Twilight all the time!",Twilight Time
305,Sweetie Belle,[gasps] [out of breath] We... made... it... Quick! Knock on-,Twilight Time
306,Sweetie Belle,"Um... a-actually, no. We didn't have a chance to ask Twilight, so-",Twilight Time
307,Sweetie Belle,What's tricky about inviting Twilight out for a meal thanking her for all the nice things she's done for us? Seems like the least we can do for the princess!,Twilight Time
308,Sweetie Belle,Okay! But stay out of sight!,Twilight Time
309,Sweetie Belle,But don't you get it? They'll have to learn something too!,Twilight Time
310,Sweetie Belle,"When I told you when you could come eyeball the princess at one of her favorite hangouts, I said only two or three of you, tops!",Twilight Time
312,Sweetie Belle,"I guess Twilight must not be so super-upset anymore, 'cause she's letting us do a diary entry like our sisters do. Boy, did we get our priorities messed up. We started acting special because we were friends with someone special. We almost forgot the real reason she's special - because she's our friend. But she forgave us, and, like magic, things are good as new! That's the kind of magic I really want to get good at, now that I'm getting so good at the other kind.",Twilight Time
315,Sweetie Belle,"Unfortunately, since we don't have Scootaloo's unicycle parts, she'll take apart and put back together one of the scooters from outside.",Twilight Time
316,Sweetie Belle,We wanted our time together just as a way to be with you and learn new things. Really and truly!,Twilight Time
318,Sweetie Belle,"Now remember, Twilight takes this time out with us so we can learn stuff.",Twilight Time
